"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers","missing_Sqft"
"6827",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5282,40,NA,"A1","35-29 162ND STREET                       ","            ",11358,"1","0","1"," 6,000 "," 1,984 ",1930,1,"A1"," 1,130,000 ","12/28/2016",1130000,1984,6000,0,FALSE
"6828",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5282,66,NA,"A3","35-22 163RD STREET                       ","            ",11358,"1","0","1"," 5,000 "," 2,310 ",2003,1,"A3"," 1,280,000 ","6/8/2016",1280000,2310,5000,0,FALSE
"6829",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5284,56,NA,"A1","35-20 165TH   STREET                     ","            ",11358,"1","0","1"," 6,000 "," 2,439 ",1925,1,"A1"," 1,180,000 ","10/6/2016",1180000,2439,6000,0,FALSE
"6830",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5284,71,NA,"A1","35-48 165TH STREET                       ","            ",11358,"1","0","1"," 6,000 "," 1,824 ",1925,1,"A1"," 1,185,000 ","1/18/2017",1185000,1824,6000,0,FALSE
"6832",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5293,27,NA,"A1","36-08 167TH   STREET                     ","            ",11358,"1","0","1"," 3,260 "," 1,720 ",1935,1,"A1"," 890,000 ","7/11/2016",890000,1720,3260,0,FALSE
"6833",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5293,37,NA,"A1","36-28 167TH STREET                       ","            ",11358,"1","0","1"," 1,640 "," 1,720 ",1935,1,"A1"," 838,888 ","1/23/2017",838888,1720,1640,0,FALSE
"6835",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5298,32,NA,"A3","35-11 170TH   STREET                     ","            ",11358,"1","0","1"," 6,150 "," 1,148 ",1935,1,"A3"," 955,000 ","11/29/2016",955000,1148,6150,0,FALSE
"6836",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5298,37,NA,"A3","170-08 35TH AVENUE                       ","            ",11358,"1","0","1"," 1,350 "," 2,173 ",1970,1,"A3"," 980,000 ","8/16/2016",980000,2173,1350,0,FALSE
"6837",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5298,42,NA,"A1","170-18 35TH   AVENUE                     ","            ",11358,"1","0","1"," 6,000 "," 2,342 ",1935,1,"A1"," 980,000 ","8/30/2016",980000,2342,6000,0,FALSE
"6838",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5300,20,NA,"A1","35-11 172ND STREET                       ","            ",11358,"1","0","1"," 4,050 "," 1,273 ",1935,1,"A1"," 903,000 ","9/16/2016",903000,1273,4050,0,FALSE
"6839",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5301,53,NA,"A1","36-30 171ST   STREET                     ","            ",11358,"1","0","1"," 2,600 "," 1,410 ",1925,1,"A1"," 180,000 ","9/21/2016",180000,1410,2600,0,FALSE
"6840",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5305,28,NA,"A5","190-16 35TH   AVENUE                     ","            ",11358,"1","0","1"," 2,000 "," 1,488 ",1945,1,"A5"," 737,500 ","11/17/2016",737500,1488,2000,0,FALSE
"6841",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5319,17,NA,"S1","36-42 FRANCIS LEWIS BLVD                 ","            ",11358,"1","1","2"," 4,408 "," 1,710 ",1970,1,"S1"," 640,000 ","5/26/2016",640000,1710,4408,0,FALSE
"6844",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5324,68,NA,"A5","190-02 39TH AVENUE                       ","            ",11358,"1","0","1"," 1,808 "," 1,683 ",1940,1,"A5"," 400,000 ","4/25/2017",4e+05,1683,1808,0,FALSE
"6845",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5324,81,NA,"A5","191-04 39TH   AVENUE                     ","            ",11358,"1","0","1"," 1,808 "," 1,636 ",1940,1,"A5"," 705,000 ","2/27/2017",705000,1636,1808,0,FALSE
"6848",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5325,168,NA,"A5","194-07 STATION ROAD                      ","            ",11358,"1","0","1"," 1,512 "," 960 ",1940,1,"A5"," 600,000 ","3/8/2017",6e+05,960,1512,0,FALSE
"6849",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5325,182,NA,"A5","193-03 STATION ROAD                      ","            ",11358,"1","0","1"," 1,512 "," 960 ",1940,1,"A5"," 538,000 ","12/7/2016",538000,960,1512,0,FALSE
"6850",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5328,28,NA,"A1","154-18 BARCLAY AVENUE                    ","            ",11355,"1","0","1"," 2,500 "," 1,040 ",1925,1,"A1"," 690,000 ","3/20/2017",690000,1040,2500,0,FALSE
"6851",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5333,20,NA,"A1","160-10 STATION ROAD                      ","            ",11358,"1","0","1"," 3,510 "," 1,728 ",1925,1,"A1"," 880,000 ","11/4/2016",880000,1728,3510,0,FALSE
"6857",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5353,27,NA,"A5","40-01 UTOPIA PARKWAY                     ","            ",11358,"1","0","1"," 2,475 "," 1,296 ",1955,1,"A5"," 585,000 ","12/6/2016",585000,1296,2475,0,FALSE
"6858",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5353,37,NA,"A2","40-25 UTOPIA PARKWAY                     ","            ",11358,"1","0","1"," 3,181 "," 1,005 ",1950,1,"A2"," 780,000 ","8/26/2016",780000,1005,3181,0,FALSE
"6860",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5361,37,NA,"A1","40-17 196TH   STREET                     ","            ",11358,"1","0","1"," 3,125 "," 1,200 ",1930,1,"A1"," 800,000 ","8/29/2016",8e+05,1200,3125,0,FALSE
"6861",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5362,18,NA,"A5","42-13 AUBURNDALE LANE                    ","            ",11358,"1","0","1"," 2,200 "," 1,216 ",1940,1,"A5"," 738,000 ","10/18/2016",738000,1216,2200,0,FALSE
"6862",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5363,20,NA,"A5","42-01 172ND STREET                       ","            ",11358,"1","0","1"," 1,000 "," 1,500 ",1935,1,"A5"," 850,000 ","2/6/2017",850000,1500,1000,0,FALSE
"6863",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5365,18,NA,"A1","42-14 190TH   STREET                     ","            ",11358,"1","0","1"," 3,300 "," 1,630 ",1930,1,"A1"," 805,000 ","1/31/2017",805000,1630,3300,0,FALSE
"6865",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5371,49,NA,"A5","42-27 195TH   STREET                     ","            ",11358,"1","0","1"," 2,160 "," 1,260 ",1945,1,"A5"," 715,000 ","7/28/2016",715000,1260,2160,0,FALSE
"6866",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5372,24,NA,"A2","196-22 42ND AVENUE                       ","            ",11358,"1","0","1"," 3,600 "," 1,080 ",1950,1,"A2"," 930,000 ","3/28/2017",930000,1080,3600,0,FALSE
"6867",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5377,46,NA,"A1","147-53 ASH AVENUE                        ","            ",11355,"1","0","1"," 6,242 "," 3,000 ",1920,1,"A1"," 1,442,000 ","6/16/2016",1442000,3000,6242,0,FALSE
"6868",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5378,55,NA,"A1","147-15 BEECH AVENUE                      ","            ",11355,"1","0","1"," 3,042 "," 1,872 ",1910,1,"A1"," 920,000 ","1/27/2017",920000,1872,3042,0,FALSE
"6871",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5384,76,NA,"A5","42-25 MURRAY STREET                      ","            ",11355,"1","0","1"," 2,400 "," 2,365 ",1965,1,"A5"," 825,000 ","4/5/2017",825000,2365,2400,0,FALSE
"6874",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5386,5,NA,"A1","42-71 MURRAY STREET                      ","            ",11355,"1","0","1"," 4,000 "," 2,142 ",1930,1,"A1"," 987,000 ","3/15/2017",987000,2142,4000,0,FALSE
"6875",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5387,1,NA,"A1","42-67 156TH   STREET                     ","            ",11355,"1","0","1"," 3,139 "," 1,528 ",1910,1,"A1"," 970,000 ","2/10/2017",970000,1528,3139,0,FALSE
"6876",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5387,33,NA,"A1","42-11 156TH STREET                       ","            ",11355,"1","0","1"," 3,031 "," 1,551 ",1910,1,"A1"," 935,000 ","10/7/2016",935000,1551,3031,0,FALSE
"6877",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5388,21,NA,"A1","42-25 157TH STREET                       ","            ",11355,"1","0","1"," 3,963 "," 2,100 ",1920,1,"A1"," 850,000 ","8/16/2016",850000,2100,3963,0,FALSE
"6879",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5390,40,NA,"A1","42-26 160TH   STREET                     ","            ",11358,"1","0","1"," 4,000 "," 1,966 ",1920,1,"A1"," 850,000 ","11/2/2016",850000,1966,4000,0,FALSE
"6880",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5390,40,NA,"A1","42-26 160TH STREET                       ","            ",11358,"1","0","1"," 4,000 "," 1,966 ",1920,1,"A1"," 838,000 ","6/17/2016",838000,1966,4000,0,FALSE
"6881",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5406,36,NA,"A5","147-31 45TH   AVENUE                     ","            ",11355,"1","0","1"," 2,650 "," 1,056 ",1950,1,"A5"," 688,000 ","10/19/2016",688000,1056,2650,0,FALSE
"6882",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5407,57,NA,"A1","149-41 CHERRY AVENUE                     ","            ",11355,"1","0","1"," 3,325 "," 1,872 ",1915,1,"A1"," 845,000 ","7/13/2016",845000,1872,3325,0,FALSE
"6883",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5407,71,NA,"A1","149-11 CHERRY AVENUE                     ","            ",11355,"1","0","1"," 4,000 "," 1,768 ",1925,1,"A1"," 998,000 ","7/20/2016",998000,1768,4000,0,FALSE
"6884",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5408,24,NA,"A1","14964 CHERRY AVENUE                      ","            ",11355,"1","0","1"," 8,000 "," 2,233 ",1905,1,"A1"," 1,840,000 ","1/13/2017",1840000,2233,8000,0,FALSE
"6890",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5415,3,NA,"A1","43-65 157TH   STREET                     ","            ",11355,"1","0","1"," 4,000 "," 1,723 ",1920,1,"A1"," 965,000 ","1/10/2017",965000,1723,4000,0,FALSE
"6891",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5416,50,NA,"B3","43-26 159TH   STREET                     ","            ",11358,"2","0","2"," 3,200 "," 2,791 ",1925,1,"A1"," 725,000 ","6/15/2016",725000,2791,3200,0,FALSE
"6892",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5416,82,NA,"A2","158-01 45 AVENUE                         ","            ",11358,"1","0","1"," 4,000 "," 1,080 ",1955,1,"A2"," 1,120,000 ","10/14/2016",1120000,1080,4000,0,FALSE
"6893",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5418,13,NA,"A1","43-45 160TH   STREET                     ","            ",11358,"1","0","1"," 3,000 "," 1,248 ",1930,1,"A1"," 800,000 ","11/9/2016",8e+05,1248,3000,0,FALSE
"6894",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5419,25,NA,"A1","43-21 161ST   STREET                     ","            ",11358,"1","0","1"," 2,543 "," 1,260 ",1940,1,"A1"," 820,000 ","4/6/2017",820000,1260,2543,0,FALSE
"6895",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5421,28,NA,"A1","43-11 163RD   STREET                     ","            ",11358,"1","0","1"," 5,000 "," 2,131 ",1925,1,"A1"," 1,258,000 ","5/13/2016",1258000,2131,5000,0,FALSE
"6897",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5424,73,NA,"A2","43-66 167 STREET                         ","            ",11358,"1","0","1"," 4,520 "," 2,275 ",1960,1,"A2"," 870,000 ","6/14/2016",870000,2275,4520,0,FALSE
"6898",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5425,44,NA,"A1","43-08 168 STREET                         ","            ",11358,"1","0","1"," 4,000 "," 1,824 ",1925,1,"A1"," 800,000 ","12/22/2016",8e+05,1824,4000,0,FALSE
"6899",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5425,76,NA,"A1","43-72 168TH STREET                       ","            ",11358,"1","0","1"," 4,000 "," 1,848 ",1925,1,"A1"," 760,000 ","1/12/2017",760000,1848,4000,0,FALSE
"6901",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5427,1,NA,"A1","43-77 169TH   STREET                     ","            ",11358,"1","0","1"," 6,000 "," 1,934 ",1940,1,"A1"," 999,000 ","2/1/2017",999000,1934,6000,0,FALSE
"6902",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5427,30,NA,"A1","43-19 169TH   STREET                     ","            ",11358,"1","0","1"," 4,000 "," 1,788 ",1930,1,"A1"," 880,000 ","4/19/2017",880000,1788,4000,0,FALSE
"6903",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5427,41,NA,"A1","43-02 170TH   STREET                     ","            ",11358,"1","0","1"," 6,000 "," 1,908 ",1930,1,"A1"," 1,350,000 ","3/17/2017",1350000,1908,6000,0,FALSE
"6904",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5428,4,NA,"A1","43-69 170TH STREET                       ","            ",11358,"1","0","1"," 5,000 "," 1,854 ",1920,1,"A1"," 850,000 ","11/22/2016",850000,1854,5000,0,FALSE
"6905",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5428,22,NA,"A2","4335 170 STREET                          ","            ",11358,"1","0","1"," 4,000 "," 1,794 ",1950,1,"A2"," 550,000 ","8/30/2016",550000,1794,4000,0,FALSE
"6906",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5428,32,NA,"A1","43-15 170TH STREET                       ","            ",11358,"1","0","1"," 4,000 "," 2,716 ",1975,1,"A1"," 1,270,000 ","1/19/2017",1270000,2716,4000,0,FALSE
"6907",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5429,1,NA,"A1","171-25 45TH   AVENUE                     ","            ",11358,"1","0","1"," 6,000 "," 1,909 ",1930,1,"A1"," 880,000 ","10/20/2016",880000,1909,6000,0,FALSE
"6909",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5429,43,NA,"A1","43-15 171ST   STREET                     ","            ",11358,"1","0","1"," 5,908 "," 1,700 ",1930,1,"A1"," 790,000 ","11/21/2016",790000,1700,5908,0,FALSE
"6910",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5431,10,NA,"A1","147-26 HAWTHORNE AVENUE                  ","            ",11355,"1","0","1"," 5,600 "," 1,797 ",1930,1,"A1"," 960,000 ","9/16/2016",960000,1797,5600,0,FALSE
"6912",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5435,30,NA,"A1","45-29 156 STREET                         ","            ",11355,"1","0","1"," 4,000 "," 1,386 ",1930,1,"A1"," 850,000 ","10/12/2016",850000,1386,4000,0,FALSE
"6913",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5435,82,NA,"A1","45-74 157TH   STREET                     ","            ",11355,"1","0","1"," 2,650 "," 1,344 ",1925,1,"A1"," 780,000 ","12/22/2016",780000,1344,2650,0,FALSE
"6914",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5436,54,NA,"A1","45-20 158TH STREET                       ","            ",11358,"1","0","1"," 2,254 "," 1,280 ",1930,1,"A1"," 740,000 ","2/13/2017",740000,1280,2254,0,FALSE
"6916",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5438,26,NA,"A5","45-39 159TH   STREET                     ","            ",11358,"1","0","1"," 2,000 "," 1,260 ",1935,1,"A5"," 760,000 ","12/1/2016",760000,1260,2000,0,FALSE
"6917",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5438,69,NA,"A1","45-46 160TH STREET                       ","            ",11358,"1","0","1"," 4,000 "," 1,706 ",1925,1,"A1"," 860,000 ","12/9/2016",860000,1706,4000,0,FALSE
"6919",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5439,15,NA,"A1","45-67 160TH   STREET                     ","            ",11358,"1","0","1"," 3,000 "," 1,252 ",1910,1,"A1"," 770,000 ","11/4/2016",770000,1252,3000,0,FALSE
"6920",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5441,47,NA,"A1","45-12 163RD STREET                       ","            ",11358,"1","0","1"," 3,100 "," 1,180 ",1920,1,"A1"," 790,000 ","10/5/2016",790000,1180,3100,0,FALSE
"6921",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5442,55,NA,"A1","45-30 164TH   STREET                     ","            ",11358,"1","0","1"," 4,000 "," 1,620 ",1925,1,"A1"," 570,000 ","10/4/2016",570000,1620,4000,0,FALSE
"6922",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5442,55,NA,"A1","45-30 164TH STREET                       ","            ",11358,"1","0","1"," 4,000 "," 1,620 ",1925,1,"A1"," 400,000 ","6/29/2016",4e+05,1620,4000,0,FALSE
"6923",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5443,16,NA,"A2","45-33 164TH   STREET                     ","            ",11358,"1","0","1"," 1,360 "," 544 ",1905,1,"A2"," 530,000 ","2/28/2017",530000,544,1360,0,FALSE
"6924",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5443,33,NA,"A5","164-08 45TH   AVENUE                     ","            ",11358,"1","0","1"," 3,000 "," 1,532 ",1935,1,"A5"," 675,000 ","9/21/2016",675000,1532,3000,0,FALSE
"6926",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5444,61,NA,"A1","45-36 166TH STREET                       ","            ",11358,"1","0","1"," 3,800 "," 1,364 ",1935,1,"A1"," 114,500 ","5/4/2016",114500,1364,3800,0,FALSE
"6927",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5444,84,NA,"A1","45-82 166TH STREET                       ","            ",11358,"1","0","1"," 3,258 "," 1,240 ",1935,1,"A1"," 710,000 ","8/31/2016",710000,1240,3258,0,FALSE
"6928",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5445,36,NA,"A1","45-09 166TH   STREET                     ","            ",11358,"1","0","1"," 3,800 "," 1,364 ",1930,1,"A1"," 800,000 ","9/28/2016",8e+05,1364,3800,0,FALSE
"6931",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5448,50,NA,"A1","45-36 170TH   STREET                     ","            ",11358,"1","0","1"," 2,500 "," 1,216 ",1930,1,"A1"," 690,000 ","5/6/2016",690000,1216,2500,0,FALSE
"6933",4,"FLUSHING-NORTH           ","01  ONE FAMILY DWELLINGS                    ","1",5450,31,NA,"A1","45-03 171ST STREET                       ","            ",11358,"1","0","1"," 6,000 "," 1,526 ",1930,1,"A1"," 940,000 ","1/20/2017",940000,1526,6000,0,FALSE
